5,,,,,,,,,Plan de Contenido,,,,,,,,,,,,,,,Mayo 2026,,,,,,,,,Escoge fecha,,,,"Wed, May 15",,,.,,,,,,Escoge post,1,.,,,Estatus,,,,,,,,Resumen de Estatus,,
Mayo 2026,,,,,,,,,#,Información general,,Idea,Caption,Texto en Arte,Hashtags,Formatos,,,,Comentarios,,Idea Completa,,,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,,Link,#,Fecha,Proyecto,Estatus,Plataforma,Formato,Idea,Caption,Texto en Arte,Hashtags,Idea Completa,,,,,,,Link,#,Fecha,Estatus,Plataforma,Formato,Idea,,,Estatus,# Posts
,,,,,,,,,58,Fecha,"Sun, May 31",La residencia como obra de arte 🎨,"Algunos espacios se construyen.
Otros se conciben.

Santa Elena pertenece a la segunda categoría.

Cada material fue elegido.
Cada proporción, calculada.
Cada detalle, intencional.

Porque quien vivirá aquí sabe la diferencia entre lo que es lindo y lo que es correcto.

🏛️ Antigua Guatemala | Patrimonio UNESCO
✨ Acabados de clase mundial
📐 Amplitud, luz y elegancia en equilibrio
🔒 11 residencias. Solo 11.
💰 Desde $1.5 millones

Si tu nivel de exigencia es alto, este lugar fue diseñado para tú. 📩
","Vivir bien es un arte.
Y tu hogar, la obra maestra.""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"Algunos espacios se construyen.Otros se conciben.Santa Elena pertenece a la segunda categoría.Cada material fue elegido.Cada proporción, calculada.Cada detalle, intencional.Porque quien vivirá aquí sabe la diferencia entre lo que es lindo y lo que es correcto.🏛️ Antigua Guatemala | Patrimonio UNESCO✨ Acabados de clase mundial📐 Amplitud, luz y elegancia en equilibrio🔒 11 residencias. Solo 11.💰 Desde $1.5 millonesSi tu nivel de exigencia es alto, este lugar fue diseñado para tú. 📩",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,59,Fecha,"Sat, May 30",La decisión que tus hijos van a agradecer 🌿,"Hay decisiones que solo afectan el presente.
Y hay decisiones que definen el futuro de una familia.

Una residencia en Santa Elena, Antigua Guatemala es de las segundas:

🏛️ Ubicación en Patrimonio UNESCO — irrepetible
📈 Valorización histórica en uno de los mercados más estables
🌺 Un hogar en la ciudad más bella de Centroamérica
✨ Acabados y diseño que el tiempo solo mejora

Tus hijos van a preguntar qué decisiones tomaste.

Esta va a ser una de las buenas.

11 residencias. Desde $1.5 millones.
📩 Conversación privada disponible.
","Lo que construyes hoy, lo heredan mañana""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"Hay decisiones que solo afectan el presente.Y hay decisiones que definen el futuro de una familia.Una residencia en Santa Elena, Antigua Guatemala es de las segundas:🏛️ Ubicación en Patrimonio UNESCO — irrepetible📈 Valorización histórica en uno de los mercados más estables🌺 Un hogar en la ciudad más bella de Centroamérica✨ Acabados y diseño que el tiempo solo mejoraTus hijos van a preguntar qué decisiones tomaste.Esta va a ser una de las buenas.11 residencias. Desde $1.5 millones.📩 Conversación privada disponible.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,60,Fecha,"Fri, May 1",Quiénes somos: más que una empresa de apartamentos 🏢,"No solo construimos apartamentos.
Construimos el lugar donde tu historia comienza.

En Puerta Abierta llevamos años haciendo una sola cosa con toda nuestra energía:
Ayudar a guatemaltecos y familias a tener un hogar propio.

🏢 Proyectos para todos los segmentos
📍 Ubicaciones estratégicas en Guatemala
🤝 Acompañamiento en todo el proceso
🏗️ Construcción con estándares de calidad
💰 Financiamiento accesible y flexible

Cuatro proyectos. Una misión.
¿Cuál es el tuyo? Cuéntanos. 👇","Abrimos puertas. Literalmente.""
Puerta Abierta | Inmobiliaria
",,FALSE,,FALSE,,,,"No solo construimos apartamentos.Construimos el lugar donde tu historia comienza.En Puerta Abierta llevamos años haciendo una sola cosa con toda nuestra energía:Ayudar a guatemaltecos y familias a tener un hogar propio.🏢 Proyectos para todos los segmentos📍 Ubicaciones estratégicas en Guatemala🤝 Acompañamiento en todo el proceso🏗️ Construcción con estándares de calidad💰 Financiamiento accesible y flexibleCuatro proyectos. Una misión.¿Cuál es el tuyo? Cuéntanos. 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,61,Fecha,"Sun, May 3",Nuestros proyectos: uno para cada momento de vida 🗺️,"¿Buscás apartamento en Guatemala? Esto necesitás saber: 👇

Puerta Abierta tiene 4 proyectos activos, cada uno para un momento de vida diferente:

1️⃣ Benestare | Zona 6
Primer apartamento · Desde Q1,970/mes · FHA, CHN, Mi Primera Casa

2️⃣ Bosque Las Tapias | Zona 18
Familias · Naturaleza · Desde Q3,099/mes

3️⃣ Boulevard 5 | Zona 5
Urbano · Smart · Última etapa | Desde Q7,500/mes

4️⃣ Santa Elena | Antigua Guatemala
Lujo · 11 residencias · Desde $1.5M

¿Cuál es el tuyo? Escribinos y te orientamos. 👇
",Tenemos tu próximo hogar | Expertos para asesorarte en esta decisión,,FALSE,,FALSE,,,,"¿Buscás apartamento en Guatemala? Esto necesitás saber: 👇Puerta Abierta tiene 4 proyectos activos, cada uno para un momento de vida diferente:1️⃣ Benestare | Zona 6Primer apartamento · Desde Q1,970/mes · FHA, CHN, Mi Primera Casa2️⃣ Bosque Las Tapias | Zona 18Familias · Naturaleza · Desde Q3,099/mes3️⃣ Boulevard 5 | Zona 5Urbano · Smart · Última etapa | Desde Q7,500/mes4️⃣ Santa Elena | Antigua GuatemalaLujo · 11 residencias · Desde $1.5M¿Cuál es el tuyo? Escribinos y te orientamos. 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,62,Fecha,"Mon, May 4",5 razones para comprar con Puerta Abierta 🏆,"Hay muchas inmobiliarias en Guatemala.
¿Por qué Puerta Abierta?

5 razones concretas: 👇

1️⃣ Proyectos en las mejores ubicaciones de Guatemala
2️⃣ Acceso a FHA, CHN y Mi Primera Casa
3️⃣ Construcción real y verificable (no solo planos)
4️⃣ Asesores que te acompañan en todo el proceso, sin presión
5️⃣ Proyectos para todos los segmentos: desde Q1,970 hasta $1.5M

📍 Zona 5 · Zona 6 · Zona 18 · Antigua Guatemala
🏗️ En construcción o próximos a entrega

¿Hablamos sin compromiso? 👇
","""¿Por qué elegirnos? Acá la respuesta.""
Puerta Abierta | Inmobiliaria de confianza
",,FALSE,,FALSE,,,,"Hay muchas inmobiliarias en Guatemala.¿Por qué Puerta Abierta?5 razones concretas: 👇1️⃣ Proyectos en las mejores ubicaciones de Guatemala2️⃣ Acceso a FHA, CHN y Mi Primera Casa3️⃣ Construcción real y verificable (no solo planos)4️⃣ Asesores que te acompañan en todo el proceso, sin presión5️⃣ Proyectos para todos los segmentos: desde Q1,970 hasta $1.5M📍 Zona 5 · Zona 6 · Zona 18 · Antigua Guatemala🏗️ En construcción o próximos a entrega¿Hablamos sin compromiso? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,63,Fecha,"Wed, May 6",Contenido educativo: ¿Cómo funciona el proceso de compra? 📋,"El mayor miedo al comprar un apartamento no es el precio.
Es no saber qué sigue.

Acá te lo contamos completo: 👇

🔍 Paso 1: Explorás los proyectos disponibles
🤝 Paso 2: Un asesor te orienta sin presión
💳 Paso 3: Evaluamos tu perfil para financiamiento
✍️ Paso 4: Reservás tu apartamento
🏗️ Paso 5: Seguís el avance de construcción
🔑 Paso 6: Recibís las llaves

Todo el camino, acompañado.

Puerta Abierta | Zona 5 · 6 · 18 · Antigua
¿Por cuál proyecto querés empezar? 👇
","El proceso es más fácil de lo que creés""
Puerta Abierta | Te guiamos en todo
",,FALSE,,FALSE,,,,"El mayor miedo al comprar un apartamento no es el precio.Es no saber qué sigue.Acá te lo contamos completo: 👇🔍 Paso 1: Explorás los proyectos disponibles🤝 Paso 2: Un asesor te orienta sin presión💳 Paso 3: Evaluamos tu perfil para financiamiento✍️ Paso 4: Reservás tu apartamento🏗️ Paso 5: Seguís el avance de construcción🔑 Paso 6: Recibís las llavesTodo el camino, acompañado.Puerta Abierta | Zona 5 · 6 · 18 · Antigua¿Por cuál proyecto querés empezar? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,64,Fecha,"Sat, May 9",El equipo detrás de cada hogar 👥,"Cada apartamento que entregamos lleva el trabajo de personas reales.

Nuestro equipo:
🤝 Asesores que escuchan antes de vender
🏗️ Profesionales que supervisan cada detalle de construcción
💰 Especialistas en financiamiento que buscan la mejor opción para vos
❤️ Personas comprometidas con que tu proceso sea positivo

No somos solo una empresa.
Somos el equipo que abre tu próxima puerta.

Puerta Abierta | Zona 5 · 6 · 18 · Antigua Guatemala
¿Con quién querés hablar hoy? 👇
","""Personas reales. Proyectos reales.""
Equipo Puerta Abierta
",,FALSE,,FALSE,,,,"Cada apartamento que entregamos lleva el trabajo de personas reales.Nuestro equipo:🤝 Asesores que escuchan antes de vender🏗️ Profesionales que supervisan cada detalle de construcción💰 Especialistas en financiamiento que buscan la mejor opción para vos❤️ Personas comprometidas con que tu proceso sea positivoNo somos solo una empresa.Somos el equipo que abre tu próxima puerta.Puerta Abierta | Zona 5 · 6 · 18 · Antigua Guatemala¿Con quién querés hablar hoy? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,65,Fecha,"Sun, May 10",Mayo: el mes de las madres y los hogares 🌸,"Este mes celebramos a las que lo dan todo.

En Puerta Abierta, este Día de la Madre queremos ayudar a que más mamás guatemaltecas tengan lo que merecen:
Un hogar propio. 🌸

Tenemos un proyecto para cada historia:

🏢 Benestare — Zona 6 | Desde Q1,970/mes
🌿 Bosque Las Tapias — Zona 18 | Desde Q3,099/mes
🏙️ Boulevard 5 — Zona 5 | Desde Q7,500/mes
🏛️ Santa Elena — Antigua | Desde $1.5M

Cualquiera que sea tu historia, tenemos tu puerta abierta.

¿Cuál proyecto resuena con vos? 👇
","""Este mayo, mamá merece un hogar""
Puerta Abierta | Para todas las mamás
",,FALSE,,FALSE,,,,"Este mes celebramos a las que lo dan todo.En Puerta Abierta, este Día de la Madre queremos ayudar a que más mamás guatemaltecas tengan lo que merecen:Un hogar propio. 🌸Tenemos un proyecto para cada historia:🏢 Benestare — Zona 6 | Desde Q1,970/mes🌿 Bosque Las Tapias — Zona 18 | Desde Q3,099/mes🏙️ Boulevard 5 — Zona 5 | Desde Q7,500/mes🏛️ Santa Elena — Antigua | Desde $1.5MCualquiera que sea tu historia, tenemos tu puerta abierta.¿Cuál proyecto resuena con vos? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,66,Fecha,"Wed, May 13",Insight: ¿Por qué es mejor comprar que alquilar? 💡,"En Guatemala, el 70% de quienes alquilan nunca han calculado esto: 👇

Si alquilás Q2,500/mes durante 10 años...
Pagaste Q300,000 que no son tuyas.

Si en cambio comprás:
✅ Cada cuota construye tu patrimonio
✅ El valor de tu propiedad sube con el tiempo
✅ Tenés un activo que podés heredar o vender
✅ Accedés a financiamiento con programas como Mi Primera Casa

Empezar no requiere tanto como creés.

Puerta Abierta tiene proyectos desde Q1,970/mes
¿Cuándo hacemos el cambio? 👇","""Cada mes que alquilás, construís el patrimonio de otro""
Puerta Abierta | Reflexión financiera
",,FALSE,,FALSE,,,,"En Guatemala, el 70% de quienes alquilan nunca han calculado esto: 👇Si alquilás Q2,500/mes durante 10 años...Pagaste Q300,000 que no son tuyas.Si en cambio comprás:✅ Cada cuota construye tu patrimonio✅ El valor de tu propiedad sube con el tiempo✅ Tenés un activo que podés heredar o vender✅ Accedés a financiamiento con programas como Mi Primera CasaEmpezar no requiere tanto como creés.Puerta Abierta tiene proyectos desde Q1,970/mes¿Cuándo hacemos el cambio? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,67,Fecha,"Fri, May 15",Infografía: Guatemala y el sueño de la vivienda propia ,"En Guatemala, más del 60% de la población no tiene vivienda propia.

Eso no es un dato frío.
Es la historia de millones de familias.

Por eso existimos. Por eso construimos.

En Puerta Abierta creemos que tener hogar propio es un derecho, no un privilegio:

🏢 Apartamentos accesibles con FHA, CHN y Mi Primera Casa
🌿 Opciones para familias en distintas etapas de vida
🏙️ Proyectos en ubicaciones estratégicas

Cada proyecto que lanzamos es una oportunidad para alguien.

Quizás para vos.

¿Hablamos? 👇
","El sueño más guatemalteco que existe""
Puerta Abierta | Contexto de mercado
",,FALSE,,FALSE,,,,"En Guatemala, más del 60% de la población no tiene vivienda propia.Eso no es un dato frío.Es la historia de millones de familias.Por eso existimos. Por eso construimos.En Puerta Abierta creemos que tener hogar propio es un derecho, no un privilegio:🏢 Apartamentos accesibles con FHA, CHN y Mi Primera Casa🌿 Opciones para familias en distintas etapas de vida🏙️ Proyectos en ubicaciones estratégicasCada proyecto que lanzamos es una oportunidad para alguien.Quizás para vos.¿Hablamos? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,68,Fecha,"Tue, May 19",Preguntale a un asesor: sesión de Q&A 💬,"¿Tenés dudas sobre cómo comprar tu apartamento?
¿No sabés si calificás para financiamiento?
¿Querés comparar proyectos pero no sabés por dónde empezar?

Este post es tuyo. 👇

Dejá tu pregunta en los comentarios y un asesor de Puerta Abierta te responde.

Sin presión. Sin ventas. Solo información útil.

🏢 Benestare | Zona 6 | Desde Q1,970/mes
🌿 Bosque Las Tapias | Zona 18 | Desde Q3,099/mes
🏙️ Boulevard 5 | Zona 5 | Desde Q7,500/mes
🏛️ Santa Elena | Antigua | Desde $1.5M

¿Cuál es tu pregunta? 👇
","Preguntanos lo que querás""
Puerta Abierta | Sin filtros · Sin presión
",,FALSE,,FALSE,,,,"¿Tenés dudas sobre cómo comprar tu apartamento?¿No sabés si calificás para financiamiento?¿Querés comparar proyectos pero no sabés por dónde empezar?Este post es tuyo. 👇Dejá tu pregunta en los comentarios y un asesor de Puerta Abierta te responde.Sin presión. Sin ventas. Solo información útil.🏢 Benestare | Zona 6 | Desde Q1,970/mes🌿 Bosque Las Tapias | Zona 18 | Desde Q3,099/mes🏙️ Boulevard 5 | Zona 5 | Desde Q7,500/mes🏛️ Santa Elena | Antigua | Desde $1.5M¿Cuál es tu pregunta? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,69,Fecha,"Fri, May 22",BTS: cómo se construye un proyecto desde cero 🏗️,"Muchas empresas te muestran el resultado.
Nosotros te mostramos todo el camino. 👆

Construir un proyecto residencial implica:

📐 Diseño y planificación arquitectónica
🏗️ Fundaciones y estructura
⚡ Instalaciones eléctricas e hidráulicas
🎨 Acabados y detalles
🔑 Entrega y acompañamiento post-venta

Cada etapa, supervisada.
Cada detalle, verificado.

Porque cuando entregamos una llave, entregamos una promesa cumplida.

Puerta Abierta | Zona 5 · 6 · 18 · Antigua Guatemala
¿Querés conocer el avance de algún proyecto? 👇
","Detrás de cada hogar, hay un proceso""
Puerta Abierta | Transparencia total
",,FALSE,,FALSE,,,,"Muchas empresas te muestran el resultado.Nosotros te mostramos todo el camino. 👆Construir un proyecto residencial implica:📐 Diseño y planificación arquitectónica🏗️ Fundaciones y estructura⚡ Instalaciones eléctricas e hidráulicas🎨 Acabados y detalles🔑 Entrega y acompañamiento post-ventaCada etapa, supervisada.Cada detalle, verificado.Porque cuando entregamos una llave, entregamos una promesa cumplida.Puerta Abierta | Zona 5 · 6 · 18 · Antigua Guatemala¿Querés conocer el avance de algún proyecto? 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,Puerta Abierta,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
